time,channel,data
2023-10-06T11:33:14.738841,2,152
2023-10-06T11:36:41.879043,2,152
2023-10-06T11:37:30.691287,2,152
2023-10-06T11:49:41.166150,2,152
2023-10-06T11:50:41.851856,2,152
2023-10-06T11:51:30.621220,2,152
2023-10-06T11:52:19.387251,2,152
2023-10-06T11:54:08.865209,2,153
2023-10-06T11:56:35.269423,2,153
2023-10-06T11:58:24.751561,2,153
2023-10-06T12:00:14.289344,2,153
2023-10-06T12:01:03.103043,2,153
2023-10-06T12:02:40.731081,2,154
2023-10-06T12:04:30.207342,2,154
2023-10-06T12:06:07.824819,2,154
2023-10-06T12:07:08.524260,2,154
2023-10-06T12:09:46.811612,2,154
2023-10-06T12:11:24.419590,2,154
2023-10-06T12:13:13.899019,2,154
2023-10-06T12:15:52.120720,2,155
2023-10-06T12:18:18.459566,2,155
2023-10-06T12:20:56.757384,2,155
2023-10-06T12:25:24.562080,2,156
2023-10-06T12:30:29.298852,2,156
2023-10-06T12:32:18.811948,2,157
2023-10-06T12:33:07.618310,2,157
2023-10-06T12:33:56.441418,2,157
2023-10-06T12:34:57.170647,2,157
2023-10-06T12:35:45.977135,2,157
2023-10-06T12:38:24.221076,2,157
2023-10-06T12:40:01.775074,2,157
2023-10-06T12:43:28.821440,2,158
2023-10-06T12:45:18.283769,2,158
2023-10-06T12:46:55.815712,2,158
2023-10-06T12:48:45.266100,2,159
2023-10-06T12:50:34.761017,2,159
2023-10-06T12:51:23.548201,2,159
2023-10-06T12:54:01.841035,2,159
2023-10-06T12:56:28.255492,2,159
2023-10-06T13:00:07.218874,2,160
2023-10-06T13:00:56.012260,2,160
2023-10-06T13:02:33.620282,2,160
2023-10-06T13:03:34.322054,2,161
2023-10-06T13:04:23.120464,2,161
2023-10-06T13:05:11.930220,2,161
2023-10-06T13:06:12.638849,2,161
2023-10-06T13:07:01.435648,2,161
2023-10-06T13:07:50.240820,2,161
2023-10-06T13:08:39.029143,2,161
2023-10-06T13:10:28.493978,2,161
2023-10-06T13:12:06.047870,2,161
2023-10-06T13:13:06.755131,2,161
2023-10-06T13:13:55.561417,2,161
2023-10-06T13:14:44.381925,2,161
2023-10-06T13:16:33.913159,2,161
2023-10-06T13:19:12.228896,2,161
2023-10-06T13:20:01.031582,2,161
2023-10-06T13:20:49.838593,2,161
2023-10-06T13:23:28.201028,2,161
2023-10-06T13:24:17.014584,2,161
2023-10-06T13:25:17.722108,2,162
2023-10-06T13:26:06.515511,2,161
2023-10-06T13:26:55.327717,2,162
2023-10-06T13:27:44.144654,2,161
2023-10-06T13:29:33.675935,2,162
2023-10-06T13:31:23.185749,2,162
2023-10-06T13:32:11.994555,2,162
2023-10-06T13:35:39.208705,2,162
2023-10-06T13:40:55.986912,2,162
2023-10-06T13:41:44.788600,2,162
2023-10-06T13:42:33.578193,2,162
2023-10-06T13:43:22.371391,2,162
2023-10-06T13:46:00.655482,2,162
2023-10-06T13:47:50.124338,2,162
2023-10-06T13:48:38.909889,2,162
2023-10-06T13:51:17.200503,2,162
2023-10-06T13:53:55.492991,2,162
2023-10-06T13:54:44.287929,2,162
2023-10-06T13:55:33.102691,2,163
2023-10-06T13:59:00.192704,2,163
2023-10-06T14:00:00.897543,2,163
2023-10-06T14:03:28.023587,2,163
2023-10-06T14:05:05.662809,2,164
2023-10-06T14:06:06.392315,2,164
2023-10-06T14:06:55.206988,2,164
2023-10-06T14:11:11.199903,2,164
2023-10-06T14:13:00.735865,2,164
2023-10-06T14:15:39.100441,2,164
2023-10-06T14:16:27.918303,2,164
2023-10-06T14:17:16.715059,2,164
2023-10-06T14:18:05.530201,2,164
2023-10-06T14:21:44.549133,2,164
2023-10-06T14:22:33.362751,2,164
2023-10-06T14:26:49.229728,2,164
2023-10-06T14:27:38.019636,2,165
2023-10-06T14:28:38.693678,2,165
2023-10-06T14:31:16.948946,2,166
2023-10-06T14:35:32.780211,2,166
2023-10-06T14:36:21.578605,2,166
2023-10-06T14:37:10.345170,2,166
2023-10-06T14:38:11.029807,2,166
2023-10-06T14:38:59.816526,2,166
2023-10-06T14:39:48.594861,2,166
