time,channel,data
2023-10-06T11:31:07.165067,13,136
2023-10-06T11:32:20.299653,13,136
2023-10-06T11:38:26.440374,13,139
2023-10-06T11:50:48.491511,13,142
2023-10-06T11:52:03.324319,13,142
2023-10-06T11:53:19.271445,13,142
2023-10-06T11:56:04.843588,13,142
2023-10-06T11:59:43.365126,13,143
2023-10-06T12:00:56.191385,13,144
2023-10-06T12:05:47.929333,13,144
2023-10-06T12:07:01.114270,13,145
2023-10-06T12:08:14.285337,13,145
2023-10-06T12:09:27.431945,13,145
2023-10-06T12:10:40.582192,13,146
2023-10-06T12:11:53.745666,13,146
2023-10-06T12:15:34.521815,13,147
2023-10-06T12:16:48.228716,13,146
2023-10-06T12:19:15.614954,13,146
2023-10-06T12:20:29.886420,13,147
2023-10-06T12:21:44.708164,13,147
2023-10-06T12:26:44.074063,13,149
2023-10-06T12:30:45.607553,13,150
2023-10-06T12:31:58.371531,13,151
2023-10-06T12:33:11.254391,13,151
2023-10-06T12:34:24.125269,13,151
2023-10-06T12:36:49.868796,13,152
2023-10-06T12:38:02.736217,13,152
2023-10-06T12:44:08.054415,13,153
2023-10-06T12:45:21.190910,13,154
2023-10-06T12:46:34.337031,13,154
2023-10-06T12:47:47.767731,13,154
2023-10-06T12:49:01.479720,13,154
2023-10-06T12:50:15.153360,13,154
2023-10-06T12:52:42.515159,13,154
2023-10-06T13:01:24.540925,13,156
2023-10-06T13:02:39.962752,13,156
2023-10-06T13:04:12.859591,13,156
2023-10-06T13:06:38.324526,13,157
2023-10-06T13:09:04.110473,13,157
2023-10-06T13:11:29.842739,13,158
2023-10-06T13:12:42.742850,13,159
2023-10-06T13:15:08.652763,13,160
2023-10-06T13:16:21.831693,13,161
2023-10-06T13:17:34.986746,13,163
2023-10-06T13:22:27.826439,13,163
2023-10-06T13:27:22.713594,13,163
2023-10-06T13:28:36.427940,13,164
2023-10-06T13:32:20.287442,13,164
2023-10-06T13:33:35.082063,13,164
2023-10-06T13:34:49.874564,13,164
2023-10-06T13:36:04.663217,13,163
2023-10-06T13:38:52.313182,13,164
2023-10-06T13:40:05.027841,13,165
2023-10-06T13:41:17.773852,13,166
2023-10-06T13:42:30.614203,13,166
2023-10-06T13:43:43.497277,13,165
2023-10-06T13:47:22.123838,13,165
2023-10-06T13:48:34.993184,13,164
2023-10-06T13:49:47.988817,13,165
2023-10-06T13:52:14.330972,13,166
2023-10-06T13:53:27.503122,13,167
2023-10-06T13:54:40.642295,13,167
2023-10-06T14:00:48.519440,13,167
2023-10-06T14:03:15.976188,13,168
2023-10-06T14:05:44.854610,13,168
2023-10-06T14:06:59.715133,13,167
2023-10-06T14:08:14.587222,13,167
2023-10-06T14:11:59.249315,13,167
2023-10-06T14:13:31.610739,13,168
2023-10-06T14:15:57.104851,13,167
2023-10-06T14:18:22.851135,13,169
